Sr. No.,Work Type,Work ID,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount (INR)
31408,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2025-2026/190499,Madhya Pradesh,NARMADAPURAM,DISTRICT COLLECTOR NARMADAPURAM,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2025-09-04,Sachiv Gram panchayat Nanpa,Payment Success,150000.0
31409,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2025-2026/190499,Madhya Pradesh,NARMADAPURAM,DISTRICT COLLECTOR NARMADAPURAM,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-05-05,Sachiv Gram panchayat Nanpa,Payment Success,150000.0
31410,Development of playfields and sports grounds,WS/MP716/2025-2026/202723,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2025-08-14,AGGARWAL SANITARY STORE,Payment Success,12217.0
31411,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP756/2025-2026/170385,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE,Thirumaa Valavan Thol,CHIDAMBARAM(SC),2025-08-13,GOVINDARAJU M,Payment Success,999677.0
31412,Construction of community centers and community halls,WS/MP623/2025-2026/166062,Karnataka,VIJAYAPURA,DEPUTY COMMISSIONER BIJAPUR,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),2025-09-17,KESHAV L JADHAV,Payment Success,371250.0
31413,Construction of community centers and community halls,WS/MP623/2025-2026/166062,Karnataka,VIJAYAPURA,DEPUTY COMMISSIONER BIJAPUR,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),2026-05-12,KESHAV L JADHAV,Payment Success,121641.0
31414,Construction of water tanks,WS/MP18177/2025-2026/156821,Tamil Nadu,TIRUPPUR,DISTRICT COLLECTOR TIRUPPUR,K E PRAKASH,ERODE,2025-08-13,NATPAVI ASSOCIATESS,Payment Success,599961.0
31415,Construction of water tanks,WS/MP740/2026-2027/197212,Tamil Nadu,TIRUPPUR,DISTRICT COLLECTOR TIRUPPUR,Andimuthu Raja,NILGIRIS(SC),2026-07-30,NATPAVI ASSOCIATESS,Payment Success,1650000.0
31416,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP18337/2024-2025/142178,Kerala,THRISSUR,DISTRICT COLLECTOR THRISSUR,K RADHAKRISHNAN,ALATHUR(SC),2025-09-22,PARENT TEACHERS ASSOCIATION,Payment Success,97000.0
31417,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18069/2025-2026/165843,Himachal Pradesh,KANGRA,DEPUTY COMMISSIONER KANGRA,RAJEEV BHARDWAJ,KANGRA,2025-10-21,GRAM PANCHAYAT LAMLEHAR,Payment Success,100000.0
31418,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18069/2025-2026/165843,Himachal Pradesh,KANGRA,DEPUTY COMMISSIONER KANGRA,RAJEEV BHARDWAJ,KANGRA,2025-12-16,GRAM PANCHAYAT LAMLEHAR,Payment Success,100000.0
31419,Construction of water tanks,WS/MP18384/2024-2025/177840,Tamil Nadu,THIRUVARUR,DISTRICT COLLECTOR THIRUVARUR,SELVARAJ V,NAGAPATTINAM(SC),2025-08-14,R M Engineering Works,Payment Success,905524.0
31420,Construction of water tanks,WS/MP18384/2024-2025/177840,Tamil Nadu,THIRUVARUR,DISTRICT COLLECTOR THIRUVARUR,SELVARAJ V,NAGAPATTINAM(SC),2026-02-16,R M Engineering Works,Payment Success,694476.0
31421,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP18337/2024-2025/142178,Kerala,THRISSUR,DISTRICT COLLECTOR THRISSUR,K RADHAKRISHNAN,ALATHUR(SC),2025-09-22,PRINCIPAL GOVT COLLEGE OF NURSING THRISSUR,Payment Success,80455.0
31422,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18212/2025-2026/179482,Uttar Pradesh,SITAPUR,DISTRICT MAGISTRATE SITAPUR,ANAND BHADAURIYA,DHAURAHRA,2026-04-16,ANAND PAL,Payment Success,421262.0
31423,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18212/2025-2026/179482,Uttar Pradesh,SITAPUR,DISTRICT MAGISTRATE SITAPUR,ANAND BHADAURIYA,DHAURAHRA,2025-08-14,ANAND PAL,Payment Success,1172498.0
31424,Construction of common work sheds/ common covered sitting area,WS/MP643/2025-2026/146414,Madhya Pradesh,Khandwa,East Nimar)(DISTRICT COLLECTOR EAST NIMAR,Gyaneshwar Patil,KHANDWA,2025-08-28,SHAILENDRA SINGH PAWAR,Payment Success,199790.0
31425,Purchase of mobile water tankers,WS/MP18100/2025-2026/180544,Madhya Pradesh,CHHINDWARA,DISTRICT COLLECTOR CHHINDWARA,BUNTY VIVEK SAHU,CHHINDWARA,2025-08-19,Nagarpalika Amarwara,Payment Success,125000.0
31426,Construction of toilet blocks,WS/MP18384/2024-2025/177841,Tamil Nadu,THIRUVARUR,DISTRICT COLLECTOR THIRUVARUR,SELVARAJ V,NAGAPATTINAM(SC),2025-08-14,TAJUDEEN,Payment Success,200000.0
31427,Security gates in streets/public place for safety purpose,WS/MP18186/2025-2026/197025,Tamil Nadu,THIRUVALLUR,DISTRICT COLLECTOR TIRUVALLUR,Sasikanth Senthil,TIRUVALLUR(SC),2025-08-14,S Prabakar,Payment Success,550000.0
31428,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18350/2025-2026/197017,Odisha,Nayagada,DISTRICT COLLECTOR  NAYAGARH,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,2025-09-06,UMESH K MAHAPATRA,Payment Success,432897.0
31429,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18350/2025-2026/197026,Odisha,Nayagada,DISTRICT COLLECTOR  NAYAGARH,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,2025-08-13,UMESH K MAHAPATRA,Payment Success,172556.0
31430,Construction of rooms and halls in school and colleges,WS/MP18160/2025-2026/191311,Rajasthan,Balotra,DISTRICT COLLECTOR Balotra,UMMEDA RAM BENIWAL,BARMER,2025-09-15,MAHADEV ASSOCIATES,Payment Success,199526.0
31431,Construction of rooms and halls in school and colleges,WS/MP18160/2025-2026/191311,Rajasthan,Balotra,DISTRICT COLLECTOR Balotra,UMMEDA RAM BENIWAL,BARMER,2025-08-14,MAHADEV ASSOCIATES,Payment Success,370258.0
31432,Construction of rooms and halls in school and colleges,WS/MP18160/2025-2026/191311,Rajasthan,Balotra,DISTRICT COLLECTOR Balotra,UMMEDA RAM BENIWAL,BARMER,2026-03-19,MAHADEV ASSOCIATES,Payment Success,430216.0
31433,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/183986,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-08-22,ANUDEEP REDDY YARRAPU,Payment Success,399926.0
31434,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/183984,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-08-22,ANUDEEP REDDY YARRAPU,Payment Success,499567.0
31435,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/184021,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-11-12,ANUDEEP REDDY YARRAPU,Payment Success,460909.0
31436,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/184018,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-11-12,ANUDEEP REDDY YARRAPU,Payment Success,483365.0
31437,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/183990,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-11-12,ANUDEEP REDDY YARRAPU,Payment Success,499824.0
31438,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18189/2025-2026/183992,Telangana,KHAMMAM,DISTRICT COLLECTOR KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,2025-11-12,ANUDEEP REDDY YARRAPU,Payment Success,498504.0
31439,Lighting of public spaces,WS/MP18280/2025-2026/187603,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-04-29,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31440,Lighting of public spaces,WS/MP18280/2025-2026/186968,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31441,Lighting of public spaces,WS/MP18280/2025-2026/187607,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31442,Lighting of public spaces,WS/MP18280/2025-2026/186996,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31443,Lighting of public spaces,WS/MP18280/2025-2026/186997,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31444,Lighting of public spaces,WS/MP18280/2025-2026/186994,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31445,Lighting of public spaces,WS/MP18280/2025-2026/185071,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31446,Lighting of public spaces,WS/MP18280/2025-2026/185070,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31447,Lighting of public spaces,WS/MP18280/2025-2026/186977,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-27,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31448,Lighting of public spaces,WS/MP18280/2025-2026/186978,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31449,Lighting of public spaces,WS/MP18280/2025-2026/186973,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31450,Lighting of public spaces,WS/MP18280/2025-2026/186998,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31451,Lighting of public spaces,WS/MP18280/2025-2026/186995,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31452,Lighting of public spaces,WS/MP18280/2025-2026/186971,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31453,Lighting of public spaces,WS/MP18280/2025-2026/186965,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31454,Lighting of public spaces,WS/MP18280/2025-2026/186717,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31455,Lighting of public spaces,WS/MP18280/2025-2026/186716,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31456,Lighting of public spaces,WS/MP18280/2025-2026/186715,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31457,Lighting of public spaces,WS/MP18280/2025-2026/187606,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-02-28,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31458,Lighting of public spaces,WS/MP18280/2025-2026/186967,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31459,Lighting of public spaces,WS/MP18280/2025-2026/186966,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31460,Lighting of public spaces,WS/MP18280/2025-2026/186714,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31461,Lighting of public spaces,WS/MP18280/2025-2026/186713,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31462,Lighting of public spaces,WS/MP18280/2025-2026/187601,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
31463,Lighting of public spaces,WS/MP18280/2025-2026/186999,Maharashtra,SOLAPUR,DISTRICT COLLECTOR SOLAPUR,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,2026-03-04,ABHIJEET AGENCIES SOLAPUR,Payment Success,215332.0
